title,brand,category,price,rating_stars,reviews_count,ram_gb,storage_gb,storage_type,screen_inches,cpu_ghz,cpu_flag,battery_mah,camera_mp,description,product_page_url,image_url,image_path,source
Toshiba Portege Z30-C-16K Grey,Toshiba Portege,laptops,1294.74,,6,8,8.0,SSD,,,i5,,,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/134,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
MSI GL62VR 7RFX,MSI,laptops,1299.0,,1,8,8.0,SSD,,,i7,,,"MSI GL62VR 7RFX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 256GB SSD, GeForce GTX 1060 3GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/135,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Dell Latitude 5480,Dell,laptops,1310.39,,8,8,8.0,SSD,,,i7,,,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/136,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
ThinkPad X240,ThinkPad X240,laptops,1311.99,,12,8,8.0,SSD,,,i5,,,"12.5"", Core i5-4300U, 8GB, 240GB SSD, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/allinone/product/35,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Hewlett Packard ProBook 640 G3,Hewlett Packard,laptops,1326.83,,2,8,8.0,SSD,,,i7,,,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/137,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
"Apple MacBook Pro 13"" Space Gray",Apple,laptops,1333.0,,0,8,8.0,SSD,,2.3,i5,,,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG",https://webscraper.io/test-sites/e-commerce/allinone/product/138,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Dell Latitude 5580,Dell,laptops,1337.28,,6,8,8.0,SSD,,,i7,,,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/139,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Dell Latitude 5480,Dell,laptops,1338.37,,11,8,8.0,SSD,,,i7,,,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/140,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Dell Latitude 5580,Dell,laptops,1341.22,,3,16,16.0,SSD,,,i7,,,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/141,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
"Apple MacBook Air 13""",Apple,laptops,1347.78,,11,8,8.0,SSD,,1.8,i5,,,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",https://webscraper.io/test-sites/e-commerce/allinone/product/142,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo ThinkPad T470,Lenovo,laptops,1349.23,,5,8,8.0,SSD,,,i5,,,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/143,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo ThinkPad Yoga 370 Black,Lenovo,laptops,1362.24,,12,8,8.0,SSD,,,i5,,,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/144,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Toshiba Portege X20W-D-10V Black/Blue,Toshiba Portege,laptops,1366.32,,11,8,8.0,SSD,,,i7,,,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/145,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus ASUSPRO B9440UA-GV0279R Gray,Asus,laptops,1381.13,,4,16,16.0,SSD,,,i7,,,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/146,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo Legion Y720,Lenovo,laptops,1399.0,,8,8,8.0,SSD,,,i7,,,"Lenovo Legion Y720, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 2TB HDD, GeForce GTX 1060 6GB, DOS, RGB backlit keyboard",https://webscraper.io/test-sites/e-commerce/allinone/product/56,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus ROG Strix GL702VM-GC146T,Asus,laptops,1399.0,,10,8,8.0,SSD,,,i7,,,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/147,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus ROG Strix GL702ZC-GC154T,Asus,laptops,1769.0,,7,16,16.0,HDD,,,Ryzen,,,"Asus ROG Strix GL702ZC-GC154T, 17.3"" FHD, Ryzen 7 1700, 16GB, 256GB + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/57,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus ROG Strix GL702ZC-GC209T,Asus,laptops,1769.0,,8,16,16.0,SSD,,,Ryzen,,,"Asus ROG Strix GL702ZC-GC209T, 17.3"" FHD IPS, Ryzen 7 1700, 16GB, 256GB SSD + 1TB HDD, Radeon RX 580 4GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/58,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus ROG Strix SCAR Edition GL503VM-ED115T,Asus,laptops,1799.0,,8,16,16.0,SSD,,,i7,,,"Asus ROG Strix SCAR Edition GL503VM-ED115T, 15.6"" FHD 120Hz, Core i7-7700HQ, 16GB, 256GB SSD + 1TB SSHD, GeForce GTX 1060 6GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/59,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus VivoBook X441NA-GA190,Asus,laptops,295.99,,14,4,4.0,SSD,,,,,,"Asus VivoBook X441NA-GA190 Chocolate Black, 14"", Celeron N3450, 4GB, 128GB SSD, Endless OS, ENG kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/60,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Prestigio SmartBook 133S Dark Grey,Prestigio SmartBook,laptops,299.0,,8,4,4.0,,,1.1,,,,"Prestigio SmartBook 133S Dark Grey, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",https://webscraper.io/test-sites/e-commerce/allinone/product/61,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Prestigio SmartBook 133S Gold,Prestigio SmartBook,laptops,299.0,,12,4,4.0,,,1.1,,,,"Prestigio SmartBook 133S Gold, 13.3"" FHD IPS, Celeron N3350 1.1GHz, 4GB, 32GB, Windows 10 Pro + Office 365 1 gadam",https://webscraper.io/test-sites/e-commerce/allinone/product/62,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Aspire E1-510,Aspire E1-510,laptops,306.99,,2,4,4.0,,,2.16,,,,"15.6"", Pentium N3520 2.16GHz, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/32,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V110-15IAP,Lenovo,laptops,321.94,,5,4,4.0,SSD,,1.1,,,,"Lenovo V110-15IAP, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/63,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V110-15IAP,Lenovo,laptops,356.49,,6,4,4.0,,,,,,,"Asus VivoBook 15 X540NA-GQ008T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 500GB, Windows 10 Home, En kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/64,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Hewlett Packard 250 G6 Dark Ash Silver,Hewlett Packard,laptops,364.46,,12,4,4.0,SSD,,1.6,,,,"Hewlett Packard 250 G6 Dark Ash Silver, 15.6"" HD, Celeron N3060 1.6GHz, 4GB, 128GB SSD, DOS",https://webscraper.io/test-sites/e-commerce/allinone/product/65,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire 3 A315-31 Black,Acer,laptops,372.7,,2,4,4.0,SSD,,1.1,,,,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/66,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire A315-31-C33J,Acer,laptops,379.94,,0,4,4.0,,,,,,,"Acer Aspire A315-31-C33J Black 15.6"", HD, Celeron N3350, 4GB DDR3L, 128GB, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/allinone/product/67,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire ES1-572 Black,Acer,laptops,379.95,,9,4,4.0,SSD,,,,,,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/68,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire 3 A315-31 Black,Acer,laptops,391.48,,10,4,4.0,SSD,,1.1,,,,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/69,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire 3 A315-21,Acer,laptops,393.88,,9,4,4.0,SSD,,,,,,"Acer Aspire 3 A315-21, 15.6"", AMD A4-9120. 4GB. 128GB SSD, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/70,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus VivoBook Max,Asus,laptops,399.0,,4,4,4.0,,,1.1,,,,"Asus VivoBook Max X541NA-GQ041 Black Chocolate, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 500GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/45,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus VivoBook E502NA-GO022T Dark Blue,Asus,laptops,399.99,,3,4,4.0,SSD,,1.1,,,,"Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/71,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo ThinkPad E31-80,Lenovo,laptops,404.23,,12,4,4.0,SSD,,1.6,,,,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/72,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire 3 A315-31 Black,Acer,laptops,408.98,,10,4,4.0,SSD,,1.1,,,,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/73,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V110-15ISK,Lenovo,laptops,409.63,,9,8,8.0,SSD,,,,,,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/74,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire ES1-732 Black,Acer,laptops,410.46,,14,4,4.0,,,,,,,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/75,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus VivoBook 15 X540NA-GQ026T,Asus,laptops,410.66,,4,4,4.0,SSD,,,,,,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/76,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Packard 255 G2,Packard 255,laptops,416.99,,2,4,4.0,,,1.3,,,,"15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1",https://webscraper.io/test-sites/e-commerce/allinone/product/31,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus EeeBook R416NA-FA014T,Asus,laptops,433.3,,1,4,4.0,Flash,,,,,,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/77,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire 3 A315-51,Acer,laptops,436.29,,1,4,4.0,,,,,,,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/78,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire ES1-572 Black,Acer,laptops,436.29,,2,4,4.0,,,,,,,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/79,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Extensa 15 (2540) Black,Acer,laptops,439.73,,6,4,4.0,,,,i5,,,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/80,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire ES1-572 Black,Acer,laptops,454.62,,9,4,4.0,,,,i5,,,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/81,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V110-15ISK,Lenovo,laptops,454.73,,2,4,4.0,SSD,,,,,,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/82,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire A315-51-33TG,Acer,laptops,457.38,,9,4,4.0,SSD,,,,,,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/allinone/product/83,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V110-15IKB,Lenovo,laptops,465.95,,7,4,4.0,,,,i5,,,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",https://webscraper.io/test-sites/e-commerce/allinone/product/84,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus VivoBook 15 X540UA-DM260 Chocolate Black,Asus,laptops,468.56,,1,4,4.0,SSD,,,AppleSilicon,,,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/85,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire ES1-572 Black,Acer,laptops,469.1,,5,4,4.0,SSD,,,,,,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/86,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V510 Black,Lenovo,laptops,484.23,,8,4,4.0,SSD,,,,,,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/87,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire ES1-572 Black,Acer,laptops,485.9,,6,4,4.0,SSD,,,i5,,,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/88,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V510 Black,Lenovo,laptops,487.8,,9,4,4.0,SSD,,,,,,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/89,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Swift 1 SF113-31 Silver,Acer,laptops,488.64,,4,4,4.0,SSD,,,,,,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/90,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Dell Vostro 15,Dell,laptops,488.78,,14,4,4.0,SSD,,,i5,,,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/46,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire 3 A315-51 Black,Acer,laptops,494.71,,2,4,4.0,SSD,,,,,,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/91,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Dell Vostro 15 (3568) Red,Dell,laptops,497.17,,9,4,4.0,,,,i5,,,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/92,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo V510 Black,Lenovo,laptops,498.23,,5,4,4.0,SSD,,,,,,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/93,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
HP 250 G3,HP,laptops,520.99,,13,4,4.0,,,,i5,,,"15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1",https://webscraper.io/test-sites/e-commerce/allinone/product/42,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Spin 5,Acer,laptops,564.98,,0,4,4.0,SSD,,,,,,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/47,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
HP 350 G1,HP,laptops,577.99,,10,4,4.0,,,,i5,,,"15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows",https://webscraper.io/test-sites/e-commerce/allinone/product/44,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Aspire E1-572G,Aspire E1-572G,laptops,581.99,,2,8,8.0,,,,i5,,,"15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1",https://webscraper.io/test-sites/e-commerce/allinone/product/36,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Pavilion,Pavilion,laptops,609.99,,4,6,6.0,,,,i5,,,"15.6"", Core i5-4200U, 6GB, 750GB, Windows 8.1",https://webscraper.io/test-sites/e-commerce/allinone/product/38,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Aspire A515-51-5654,Acer,laptops,679.0,,9,8,8.0,SSD,,,i5,,,"Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG",https://webscraper.io/test-sites/e-commerce/allinone/product/48,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Dell Inspiron 15,Dell,laptops,679.0,,7,8,8.0,,,,i5,,,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",https://webscraper.io/test-sites/e-commerce/allinone/product/49,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus VivoBook S14,Asus,laptops,729.0,,2,8,8.0,SSD,,,i5,,,"Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd",https://webscraper.io/test-sites/e-commerce/allinone/product/50,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
ProBook,ProBook,laptops,739.99,,8,4,4.0,,,2.6,i5,,,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",https://webscraper.io/test-sites/e-commerce/allinone/product/34,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Inspiron 15,Inspiron 15,laptops,745.99,,12,8,8.0,,,,i7,,,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",https://webscraper.io/test-sites/e-commerce/allinone/product/39,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus ROG STRIX GL553VD-DM256,Asus,laptops,799.0,,7,8,8.0,,,,i5,,,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",https://webscraper.io/test-sites/e-commerce/allinone/product/51,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Acer Nitro 5 AN515-51,Acer,laptops,809.0,,0,8,8.0,,,,i5,,,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/52,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Asus ROG STRIX GL553VD-DM256,Asus,laptops,899.0,,7,8,8.0,,,,i5,,,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",https://webscraper.io/test-sites/e-commerce/allinone/product/53,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
Lenovo ThinkPad L570,Lenovo,laptops,999.0,,11,8,8.0,SSD,,,i7,,,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",https://webscraper.io/test-sites/e-commerce/allinone/product/54,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
ThinkPad Yoga,ThinkPad Yoga,laptops,1033.99,,13,4,4.0,SSD,,,,,,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",https://webscraper.io/test-sites/e-commerce/allinone/product/37,https://webscraper.io/img/logo_white.svg,ai-ml-assignment/data/raw_ecom/images/logo_white.svg,webscraper.io
